"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,93,49,0,0,0,0,0,18,0,10,0,86,0,65,0,0,0,38,0,0,0,0,26,0,0,0,99,0,0,0,0,0,86,0,0,28,0,61,0,0,30,78,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,90,0,55,0,0,0,0,0,0,0,51,0,0,53,77,0,29,0,0,0,0,0,82,0,0,0,0,9,0,0,0,0,0,0,0,0,0,83,60,0,16,0,0,0,51,0,0,74,0,0,0,0,28,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65,0,0,0,22,0,0,46,0,0,0,0,0,0,0,48,0,23,0,0,0,16,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,33,94,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,56,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,90,89,0,77,0,0,56,0,0,0,0,0,64,0,86,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,41,44,0,0,0,0,0,7,0,95,0
"67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,70,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,69,0,76,0,0,0,0,0,0,0,0,33,0,76,0,0,0,31,0,36,0,0,0,0,0,0,57,0,0,0,20,6,0,0,0,0,0,0,56,0,0,0,5,0,34,0,0,0,0,0,0,7,0,55,0,0,0,0,0,51,0,0,39,0,26,0,7,0,0,60,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,13,0,0,56,0,0,0,0,52,0,0,0,0,0
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,87,21,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,99,0,0,15,0,33,0,94,31,41,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,53,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,20,0,0,0,0,0,27,0,0,0,10,0,0,61,0,0,0,0
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,56,0,0,48,47,0,73,0,0,40,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,99,0,0,0,5,0,3,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,59,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,79,0,0,0,30,0,23,0,0,0,0,0,0,80,0,0,0,0,0,0,0
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,55,0,84,0,0,0,0,0,53,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,72,0,0,0,0,0,37,0,0,0,0,0,61,0,16,89,65,0,0,23,0,52,0,0,55,13,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,83,12,0,50,23,0,28,0,0,0,0,0,71,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,33,0,0,8,10,0,32,6,0,70,0,0,0,0,0,0,0,0,0,0,62,41,0,0,49,0,0,0,56,0,0,82,0,0,0,0,0,0,0,80,0,0,31,0,0,23,71,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,6,9,0,78,0,0,0,59,0,0,0,88,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,39,0,0,46,0,0,0,0,0,15,0,0,0,0,65,0,83
"72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,86,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,12,0,0,0,0,0,0,0,77,0,0,0,29,0,0,0,0,0,0,0,0,0,0,33,0,0,0,37,0,93,0,0,41,0,0,0,0,55,0,0,0,35,0,0,0,0,0,11,0,55,0,69,0,8,97,0,0,23,0,0,0,0,27,73,0,0,99,0,93,47,0,0,51,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,0,0,65,0,0,0,0,0,0,92,0,18,0,0,83,27
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,58,7,0,9,0,0,0,0,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,10,0,0,47,0,0,8,0,83,73,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,65,0,0,0,0,0,0,35,0,25,0,0,0,0,0,35,0,0,16,0,0,0,2,55,40,31,98,0,0,0,72,0,0,0,0,23,0,0,0,18,0,0,11,0,91,13,0,0,21,0,0,0
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,91,0,0,0,25,0,0,0,19,65,74,8,6,11,97,0,0,0,62,0,81,0,76,0,0,61,0,0,98,0,0,0,0,0,11,0,7,0,0,0,0,75,0,0,0,78,0,0,0,0,22,0,0,0,0,0,89,77,0,0,0,0,0,85,0,0,67,0,0,0,0,0,0,0,0,0,86,99,0,0,0,0,32,93,0,21,0,78,0,0,0,0,58,0,0,0,0,33,45,4,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,45,0,0,76,0,0,0
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,100,80,25,0,43,0,0,0,0,0,0,0,0,0,0,0,0,25,0,81,0,25,0,0,0,17,40,0,0,0,54,0,0,0,33,0,84,0,72,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,65,0,0,0,0,0,99,0,0,0,5,79,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,70,0,0,6,0,0,0,0,91,57,0,0,0,0,0,0,0,0,0,0,0
"76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,67,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,15,100,95,0,0,0,0,0,63,0,0,46,0,40,0,53,0,0,91,0,0,26,0,0,0,0,0,0,26,0,0,69,0,0,0,0,58,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,19,0,48,0,48,0,90,75,0,0,0,0,0,66,0,0,0,0,0,0,0,43,0,0,0,0,81,0,0,0,0,35,0
"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,73,0,66,0,0,0,0,0,0,0,0,69,82,0,0,85,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,97,58,0,0,0,0,0,0,0,0,47,3,0,69,0,0,0,0,0,72,0,68,70,0,59,0,0,0,0,0,0,92,0,0,55,0,0,78,0,97,0,0,33,0,0,0,0,0,0,0,0,0,0,82,0,37,0,0,91,68,40,27,0,0,85,0,51,0,0,0,0,0,0,79,63,88,0,0,50,100,74
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,64,0,0,0,0,75,0,0,0,0,0,0,23,13,0,30,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,67,0,71,0,0,0,62,2,66,0,0,42,0,5,16,0,0,25,0,0,0,0,74,59,0,0,0,53,0,0,0,0,0,34,0,0,46,0,52,16,0,0,0,88,0,0,0,0,0,0,76,0,0,0,95,0,0,0,80,0,0,61,83,0,0,0,0,0,0,0,0,0,0,0,0,41,0,29,0,0,35,0,0,0,0,0,0,70,0
"79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,93,0,0,0,0,0,0,0,0,18,0,30,0,14,0,0,0,0,0,0,0,0,0,0,59,0,0,0,86,61,0,0,0,0,0,0,0,0,0,0,0,78,42,85,90,0,0,0,0,11,0,0,0,23,0,0,0,0,68,57,0,0,48,0,0,28,0,0,0,11,0,0,24,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,36,25,94,0,0,72,94,0,0,100,0
"80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,17,0,0,0,0,0,44,44,86,0,0,0,49,0,87,0,11,0,0,0,97,0,0,0,23,97,61,0,0,80,80,0,32,0,99,60,0,98,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,41,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,63,46
"81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,89,0,0,14,0,3,0,0,0,0,14,0,0,0,12,0,0,13,0,0,0,0,0,18,0,10,0,0,0,0,84,0,0,29,0,0,0,0,0,0,32,0,0,0,0,39,1,0,0,0,0,0,0,0,89,24,0,77,75,0,0,0,94,0,57,0,31,0,29,0,98,0,73,0,15,0,38,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,62,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,27,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,82,65,0,0,0,94,0,0,0,0,41,0,0,67,51,15,0,0,0,0,0,0,0,0,0,59,80,0,0,0,0,7,0,0,0,0,84,44,0,61,0,57,0,0,0,0,54,31,97,0,8,0,43,0,0,0,32,0,0,45,48,0,94,0,0,58,0,0,0,0,0,0,8,0,0,0,0,69,18,0,0,0,0,0,17,0,0
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,93,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,67,0,20,0,33,0,62,42,52,0,0,75,0,0,57,0,0,0,12,0,4,0,0,0,96,0,93,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,71,0,80,0,0,15,0,0,0,9,0,0,0,0,0,0,71,0,0,29,80,0,0,50,0,22,0,82,11,0,0,28,0,0,0,6,0,27,0,0,0,0,0,0,0,0,0,0
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,29,26,0,37,0,0,9,0,0,93,0,0,0,0,0,0,0,0,96,0,0,0,96,0,0,36,0,0,0,0,0,0,97,97,48,0,44,35,0,0,0,16,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,53,0,72,0,0,0,98,0,54,0,0,0,0,0,0,0
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,57,0,43,0,0,39,42,0,0,0,0,0,0,0,8,0,0,76,0,0,0,0,0,77,0,32,0,0,83,0,0,0,78,0,0,0,0,0,0,46,60,70,0,0,0,0,0,0,0,6,44,0,65,0,77,16,0,0,0,0,15,0,8,0,0,0,76,0,0,0,0,0,64,70,0,0,0,0,0,0,26,0,0,0,46,52,0,76,0,0,0,77,0,0,0,0,33,0,0,95,0,0,0,0,85,0,0,0,57,0,60,65,0,0
"86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,37,0,0,0,0,0,0,0,17,90,0,0,0,0,0,0,0,0,0,7,19,5,0,0,0,0,6,0,0,52,0,0,0,17,0,0,0,0,0,0,99,31,77,0,0,0,0,0,0,0,0,77,93,0,64,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,85,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,86,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,22,0,0,0,0,32,0,0,0,0,0,0,71,37,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,50,0,0,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,0,6,67,0,0,0,73,0,39,0,30,0,0,0,54,78,0,0,0,0,92,0,0,0,0,0,40,69,0,0,62,0,0,0,0,22,0,28,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,43,0,0,51,0
"88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,13,0,97,0,0,0,15,0,0,0,0,0,0,0,0,0,0,90,15,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,41,30,0,0,0,0,0,0,0,0,21,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,56,68,0,0,0,0,40,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,54,0,0,0,0,0,0
"89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,71,0,9,0,0,0,0,45,0,0,0,0,0,0,0,0,48,0,49,0,30,0,0,7,0,0,0,0,0,0,92,0,0,0,3,0,38,0,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,31,0,0,63,69,10,0,0,0,30,0,0,0,0,0,0,0,61,11,77,0,0,0,0,0,0,0,0,0,64,0,0,0,82,0,0,95,81
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,40,0,0,92,0,54,0,12,0,96,0,14,0,0,0,0,0,10,0,0,17,30,0,0,0,0,0,0,83,0,0,0,0,0,0,0,95,0,0,52,82,0,50,0,0,0,98,0,0,51,0,0,0,0,0,31,0,0,0,8,0,48,71,0,0,70,0,78,82,0,0,0,0,0,59,0,0,21,0,0,0,0,21,0,0,0,0,4,26,0,0,12,0,0,3,0,0,0,0,0,50,0,0,88,0,73,0,0,0,0
"91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,21,0,53,0,0,0,52,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,91,0,0,20,0,6,0,0,0,0,0,0,0,84,90,0,0,0,0,0,0,0,0,84,0,0,24,0,0,40,0,0,0,0,0,0,0,0,0,17,40,0,33,13,0,0,0,8,0,0,0,71,0,16,17,0,0,0
"92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,84,0,0,0,0,92,0,0,15,0,0,0,0,0,0,0,18,0,0,0,0,0,63,0,0,0,0,0,0,0,73,0,0,74,0,0,0,47,0,0,0,0,0,0,0,0,0,71,0,83,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,9,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,9,0,0,0,0,0,0,0,91,0,0,0,54,0,82,17,0,0,80,9,0,0,0,58,0,19,0,0,34,7,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,54,0,0,59,35,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,0,0,0,0,0,0,0,0,51,0,0,0,0,0,8,0,0,15,0,71,0,0
"94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,59,15,0,0,0,0,70,22,61,0,0,0,0,0,0,0,0,0,0,0,80,0,10,65,0,0,0,56,0,0,0,46,0,51,0,0,0,33,0,0,0,62,90,0,0,0,88,34,43,0,0,0,0,0,0,0,0,68,0,0,96,0,61,0,0,0,0,0,0,1,0,77,0,0,0,0,0,0,62,52,0,0,0,0,0,0,29,0,0,0,0,0,0,50,0,38,0,0,0,62,66
"95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,0,62,0,0,0,0,0,94,0,0,60,0,0,0,0,0,0,0,0,40,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,79,11,0,0,0,0,0,0,0,0,0,87,0,75,0,0,0,26,33,0,0,0,0,0,0,0,93,56,0,16,0,0,0,0,91,70,0,0,0,0,0,37,0,0,5,98,0,0,0,89,53,0,0,0,0,0,0,0,81,0,4,0,0,0,0,0,0,0,0
"96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,38,32,0,75,0,36,0,0,0,0,0,82,29,97,0,0,0,0,0,0,0,0,96,0,0,0,0,0,1,0,0,30,33,0,55,88,0,0,10,0,0,0,0,0,0,0,60,0,75,0,78,0,0,0,0,0,0,0,0,0,31,0,0,0,0,94,0,80,0,0,0,0,36,59,27,0,0,36,0,15,0,0,0,0,0,71,0,0
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,61,42,0,0,10,5,70,0,0,0,0,0,0,0,0,76,0,0,0,95,75,0,54,0,60,96,56,0,0,0,0,0,65,0,0,0,53,30,0,0,6,0,0,92,0,26,0,0,0,0,0,0,0,0,15,0,21,0,0,97,0,0,74,0,0,0,0,0,20,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,45,0,0,0
